Time,Open,High,Low,Close,Volume
2025-12-16 13:00:00,4294.83,4302.03,4290.86,4301.22,7819
2025-12-16 13:30:00,4301.25,4313.24,4299.77,4313.05,9801
2025-12-16 14:00:00,4313.06,4330.59,4311.38,4325.65,9352
2025-12-16 14:30:00,4325.41,4331.92,4321.91,4324.5,10144
2025-12-16 15:00:00,4324.55,4335.02,4312.45,4321.12,10102
2025-12-16 15:30:00,4321.09,4330.13,4319.24,4319.45,9785
2025-12-16 16:00:00,4319.68,4323.25,4303.57,4307.53,9212
2025-12-16 16:30:00,4307.5,4307.5,4291.25,4300.59,9312
2025-12-16 17:00:00,4300.61,4310.82,4300.16,4302.84,8024
2025-12-16 17:30:00,4302.83,4308.94,4300.4,4303.66,7160
2025-12-16 18:00:00,4303.41,4305.81,4298.19,4301.83,8106
2025-12-16 18:30:00,4301.52,4313.47,4301.19,4311.3,7367
2025-12-16 19:00:00,4311.29,4311.62,4297.03,4305.34,7257
2025-12-16 19:30:00,4305.32,4315.91,4304.6,4310.67,7512
2025-12-16 20:00:00,4310.61,4314.46,4308.09,4310.9,5198
2025-12-16 20:30:00,4311.11,4312.1,4302.79,4304.86,6193
2025-12-16 21:00:00,4304.68,4305.48,4300.78,4302.35,2553
2025-12-16 21:30:00,4302.33,4305.0,4301.23,4302.3,1818
2025-12-16 22:00:00,4311.29,4311.62,4297.03,4305.34,7257
2025-12-16 22:30:00,4305.32,4315.91,4304.6,4310.67,7512
2025-12-16 23:00:00,4301.69,4307.06,4301.69,4306.36,2059
2025-12-16 23:30:00,4306.44,4309.06,4305.37,4307.8,2132
2025-12-17 00:00:00,4307.91,4315.02,4307.47,4313.34,2641
2025-12-17 00:30:00,4313.35,4314.38,4311.28,4313.19,3446
2025-12-17 01:00:00,4313.23,4320.2,4311.39,4316.95,8073
2025-12-17 01:30:00,4317.05,4326.67,4316.32,4326.61,8508
2025-12-17 02:00:00,4326.98,4327.7,4318.23,4320.6,7260
2025-12-17 02:30:00,4320.8,4322.94,4311.23,4314.2,7734
2025-12-17 03:00:00,4314.24,4320.03,4312.64,4318.89,7767
2025-12-17 03:30:00,4318.64,4325.14,4318.28,4323.75,5829
2025-12-17 04:00:00,4323.98,4325.96,4321.22,4322.73,4721
2025-12-17 04:30:00,4322.72,4331.51,4320.68,4329.59,4840
2025-12-17 05:00:00,4329.71,4337.8,4328.08,4331.07,6348
2025-12-17 05:30:00,4331.04,4342.32,4331.04,4333.93,7844
2025-12-17 06:00:00,4334.03,4337.71,4330.35,4332.48,6489
2025-12-17 06:30:00,4332.33,4333.17,4324.85,4328.64,6097
2025-12-17 07:00:00,4328.62,4328.73,4319.49,4323.15,6702
2025-12-17 07:30:00,4323.07,4324.63,4315.52,4317.97,5601
2025-12-17 08:00:00,4317.34,4320.89,4308.44,4316.36,7118
2025-12-17 08:30:00,4316.31,4320.72,4313.16,4319.16,5950
2025-12-17 09:00:00,4319.07,4323.25,4317.14,4322.3,5631
2025-12-17 09:30:00,4322.16,4322.25,4315.9,4316.93,4262
2025-12-17 10:00:00,4316.89,4322.28,4316.17,4319.87,4839
2025-12-17 10:30:00,4319.74,4320.08,4304.25,4317.65,5235
2025-12-17 11:00:00,4317.69,4320.53,4315.96,4318.1,4219
2025-12-17 11:30:00,4318.13,4318.82,4315.19,4316.38,4426
2025-12-17 12:00:00,4316.58,4323.14,4314.99,4321.44,5029
2025-12-17 12:30:00,4321.47,4322.39,4315.84,4317.57,5239
2025-12-17 13:00:00,4317.52,4331.53,4315.1,4327.87,8642
2025-12-17 13:30:00,4328.04,4344.09,4328.04,4342.09,8472
2025-12-17 14:00:00,4342.37,4346.03,4322.98,4329.27,9780
2025-12-17 14:30:00,4328.95,4342.59,4326.43,4338.31,10569
2025-12-17 15:00:00,4338.35,4345.31,4332.85,4343.57,9993
2025-12-17 15:30:00,4343.58,4348.85,4324.32,4330.21,10321
2025-12-17 16:00:00,4330.39,4334.54,4320.39,4326.69,9846
2025-12-17 16:30:00,4326.69,4337.59,4323.77,4333.52,9449
2025-12-17 17:00:00,4333.58,4339.89,4328.47,4337.15,8602
2025-12-17 17:30:00,4337.12,4342.38,4335.69,4342.38,8588
2025-12-17 18:00:00,4342.43,4346.39,4338.29,4341.71,8454
2025-12-17 18:30:00,4341.29,4343.96,4328.97,4336.08,8799
2025-12-17 19:00:00,4336.11,4340.61,4333.16,4339.73,6261
2025-12-17 19:30:00,4339.41,4340.99,4330.3,4337.04,6394
2025-12-17 20:00:00,4337.15,4342.71,4335.21,4341.49,5562
2025-12-17 20:30:00,4341.5,4345.96,4338.61,4341.35,7131
2025-12-17 21:00:00,4341.45,4346.17,4340.64,4344.16,3023
2025-12-17 21:30:00,4344.27,4344.67,4337.59,4338.14,2922
2025-12-17 22:00:00,4336.11,4340.61,4333.16,4339.73,6261
2025-12-17 22:30:00,4339.41,4340.99,4330.3,4337.04,6394
2025-12-17 23:00:00,4336.35,4340.93,4335.69,4338.18,2810
2025-12-17 23:30:00,4338.18,4342.88,4337.36,4339.18,3645
2025-12-18 00:00:00,4339.08,4342.88,4336.92,4337.73,4235
2025-12-18 00:30:00,4337.74,4340.52,4333.06,4334.72,5208
2025-12-18 01:00:00,4334.71,4336.93,4324.87,4324.89,8029
2025-12-18 01:30:00,4324.95,4331.71,4324.56,4331.5,7301
2025-12-18 02:00:00,4331.51,4336.29,4329.86,4334.52,6272
2025-12-18 02:30:00,4334.47,4337.65,4330.62,4333.21,6165
2025-12-18 03:00:00,4333.18,4336.63,4330.93,4333.18,6291
2025-12-18 03:30:00,4333.2,4335.61,4331.2,4333.04,5494
2025-12-18 04:00:00,4333.1,4333.52,4328.99,4330.42,3925
2025-12-18 04:30:00,4330.23,4332.52,4328.65,4331.88,4107
2025-12-18 05:00:00,4332.01,4337.35,4331.06,4335.92,4382
2025-12-18 05:30:00,4335.78,4337.27,4332.29,4333.15,6660
2025-12-18 06:00:00,4333.24,4335.43,4330.72,4333.55,5670
2025-12-18 06:30:00,4333.55,4336.13,4331.98,4334.01,5082
2025-12-18 07:00:00,4333.98,4335.13,4330.05,4335.05,4457
2025-12-18 07:30:00,4334.99,4337.66,4331.45,4331.47,4430
