Time,Open,High,Low,Close,Volume
2024-01-01 00:00:00,2050.0,2058.3,2048.57,2057.33,34590
2024-01-01 01:00:00,2057.33,2061.46,2055.94,2058.13,36267
2024-01-01 02:00:00,2058.13,2063.84,2054.13,2060.39,35066
2024-01-01 03:00:00,2060.39,2065.04,2054.7,2060.51,35927
2024-01-01 04:00:00,2060.51,2062.4,2047.75,2049.37,37381
2024-01-01 05:00:00,2049.37,2055.95,2046.34,2051.9,36603
2024-01-01 06:00:00,2051.9,2056.32,2049.36,2055.56,36354
2024-01-01 07:00:00,2055.56,2056.43,2046.4,2048.22,39367
2024-01-01 08:00:00,2048.22,2061.97,2037.34,2052.91,72207
2024-01-01 09:00:00,2052.91,2063.77,2047.95,2059.76,72118
2024-01-01 10:00:00,2059.76,2064.61,2047.8,2051.89,76876
2024-01-01 11:00:00,2051.89,2061.32,2042.2,2049.22,70031
2024-01-01 12:00:00,2049.22,2058.2,2040.46,2047.23,72433
2024-01-01 13:00:00,2047.23,2142.65,1949.15,2005.81,90535
2024-01-01 14:00:00,2005.81,2023.66,1996.86,2007.51,90972
2024-01-01 15:00:00,2007.51,2010.75,1987.57,1995.57,83356
2024-01-01 16:00:00,1995.57,2000.8,1972.89,1980.09,92144
2024-01-01 17:00:00,1980.09,1984.32,1963.44,1970.14,88010
2024-01-01 18:00:00,1970.14,1975.0,1950.86,1953.99,92415
2024-01-01 19:00:00,1953.99,1962.93,1944.96,1950.81,89170
2024-01-01 20:00:00,1950.81,1991.2,1895.64,1901.11,86372
2024-01-01 21:00:00,1901.11,1905.17,1899.55,1902.08,28665
2024-01-01 22:00:00,1902.08,1903.14,1901.18,1901.43,6200
2024-01-01 23:00:00,1901.43,1903.34,1893.36,1896.86,30046
2024-01-02 00:00:00,1896.86,1900.15,1894.7,1895.62,37275
2024-01-02 01:00:00,1895.62,1896.62,1891.04,1893.96,33902
2024-01-02 02:00:00,1893.96,1902.18,1892.47,1900.67,36878
2024-01-02 03:00:00,1900.67,1915.95,1843.04,1873.04,35331
2024-01-02 04:00:00,1873.04,1880.98,1870.39,1878.01,38087
2024-01-02 05:00:00,1878.01,1917.61,1840.61,1858.51,34089
2024-01-02 06:00:00,1858.51,1863.62,1857.29,1862.01,38922
2024-01-02 07:00:00,1862.01,1867.2,1860.09,1865.74,37071
2024-01-02 08:00:00,1865.74,1871.23,1857.34,1863.66,68160
2024-01-02 09:00:00,1863.66,1903.19,1823.31,1848.95,67293
2024-01-02 10:00:00,1848.95,1853.9,1841.5,1848.35,70875
2024-01-02 11:00:00,1848.35,1853.14,1837.69,1851.65,65334
2024-01-02 12:00:00,1851.65,1912.22,1812.86,1873.68,75405
2024-01-02 13:00:00,1873.68,1877.25,1860.84,1872.35,90862
2024-01-02 14:00:00,1872.35,1895.69,1867.44,1886.01,93344
2024-01-02 15:00:00,1886.01,1891.32,1864.59,1878.17,92990
2024-01-02 16:00:00,1878.17,1882.82,1865.95,1872.18,81761
2024-01-02 17:00:00,1872.18,1874.87,1852.46,1870.24,88978
2024-01-02 18:00:00,1870.24,1877.27,1853.6,1856.4,88914
2024-01-02 19:00:00,1856.4,1934.89,1818.1,1888.58,89028
2024-01-02 20:00:00,1888.58,1893.54,1872.77,1877.62,85979
2024-01-02 21:00:00,1877.62,1879.66,1871.66,1873.99,29588
2024-01-02 22:00:00,1873.99,1876.73,1873.1,1875.94,5859
2024-01-02 23:00:00,1875.94,1880.5,1873.9,1878.16,31302
2024-01-03 00:00:00,1878.16,1879.42,1868.42,1872.06,36389
2024-01-03 01:00:00,1872.06,1877.94,1865.59,1874.17,35920
2024-01-03 02:00:00,1874.17,1877.52,1870.98,1874.31,36404
2024-01-03 03:00:00,1874.31,1881.05,1873.54,1880.87,33117
2024-01-03 04:00:00,1880.87,1887.3,1879.49,1884.95,36669
2024-01-03 05:00:00,1884.95,1887.47,1876.45,1877.71,33282
2024-01-03 06:00:00,1877.71,1883.87,1874.73,1881.73,35463
2024-01-03 07:00:00,1881.73,1889.85,1877.87,1886.94,37569
2024-01-03 08:00:00,1886.94,1907.03,1885.16,1904.08,71953
2024-01-03 09:00:00,1904.08,1917.85,1896.59,1902.73,66664
2024-01-03 10:00:00,1902.73,1916.89,1878.67,1878.68,73108
2024-01-03 11:00:00,1878.68,1887.56,1872.92,1881.27,73675
2024-01-03 12:00:00,1881.27,1892.13,1875.17,1881.24,73918
2024-01-03 13:00:00,1881.24,1894.41,1874.49,1883.88,90249
2024-01-03 14:00:00,1883.88,1925.59,1828.02,1909.67,90604
2024-01-03 15:00:00,1909.67,1916.92,1901.0,1905.42,83602
2024-01-03 16:00:00,1905.42,1934.02,1895.55,1922.76,94451
2024-01-03 17:00:00,1922.76,1931.96,1913.76,1930.35,84984
2024-01-03 18:00:00,1930.35,1943.26,1928.52,1939.47,90391
2024-01-03 19:00:00,1939.47,1943.08,1919.85,1924.98,94461
2024-01-03 20:00:00,1924.98,1994.63,1868.37,1972.05,85234
2024-01-03 21:00:00,1972.05,1973.7,1968.89,1973.44,29338
2024-01-03 22:00:00,1973.44,1974.72,1972.33,1973.96,5837
2024-01-03 23:00:00,1973.96,1978.3,1971.54,1977.23,30753
2024-01-04 00:00:00,1977.23,1991.97,1975.16,1989.26,35811
2024-01-04 01:00:00,1989.26,1990.43,1983.73,1988.87,34825
2024-01-04 02:00:00,1988.87,1995.34,1983.89,1991.84,35770
2024-01-04 03:00:00,1991.84,1993.99,1983.69,1988.02,33255
2024-01-04 04:00:00,1988.02,1991.85,1983.4,1984.29,34891
2024-01-04 05:00:00,1984.29,1986.26,1977.8,1979.97,35103
2024-01-04 06:00:00,1979.97,1984.52,1977.15,1979.91,36377
2024-01-04 07:00:00,1979.91,1983.39,1975.17,1976.29,36915
2024-01-04 08:00:00,1976.29,1993.96,1973.39,1977.05,67173
2024-01-04 09:00:00,1977.05,1982.19,1958.35,1965.07,73093
2024-01-04 10:00:00,1965.07,1976.24,1960.41,1975.01,76877
2024-01-04 11:00:00,1975.01,1979.04,1968.24,1969.54,74744
2024-01-04 12:00:00,1969.54,1974.01,1955.49,1964.92,73496
2024-01-04 13:00:00,1964.92,1983.39,1893.47,1923.55,88782
2024-01-04 14:00:00,1923.55,1979.17,1888.85,1950.54,92125
2024-01-04 15:00:00,1950.54,1956.1,1940.76,1948.64,90911
